,,
575,552,Children's Clothing
576,552,Designer Clothing
577,552,Fashion Trends
578,552,High Fashion
579,552,Men's Fashion
580,579,Men's Accessories
581,580,Men's Jewelry and Watches
582,579,Men's Clothing
583,582,Men's Business Wear
584,582,Men's Casual Wear
585,582,Men's Formal Wear
586,582,Men's Outerwear
587,582,Men's Sportswear
588,582,Men's Underwear and Sleepwear
589,579,Men's Shoes and Footwear
590,552,Personal Care
591,590,Bath and Shower
592,590,Deodorant and Antiperspirant
593,590,Oral care
594,590,Shaving
595,552,Street Style
596,,Technology & Computing
597,596,Artificial Intelligence
598,596,Augmented Reality
599,596,Computing
600,599,Computer Networking
601,599,Computer Peripherals
602,599,Computer Software and Applications
603,602,3-D Graphics
604,602,Photo Editing Software
605,602,Shareware and Freeware
606,602,Video Software
607,602,Web Conferencing
608,602,Antivirus Software
609,602,Browsers
610,602,Computer Animation
611,602,Databases
612,602,Desktop Publishing
613,602,Digital Audio
614,602,Graphics Software
615,602,Operating Systems
616,599,Data Storage and Warehousing
617,599,Desktops
618,599,Information and Network Security
619,599,Internet
620,619,Cloud Computing
621,619,Web Development
622,619,Web Hosting
623,619,Email
624,619,Internet for Beginners
625,619,Internet of Things
626,619,IT and Internet Support
627,619,Search
628,619,Social Networking
629,619,Web Design and HTML
630,599,Laptops
631,599,Programming Languages
632,596,Consumer Electronics
633,632,Cameras and Camcorders
634,632,Home Entertainment Systems
635,632,Smartphones
636,632,Tablets and E-readers
637,632,Wearable Technology
638,596,Robotics
639,596,Virtual Reality
640,,Television
641,640,Animation TV
642,640,Soap Opera TV
643,640,Special Interest TV
644,640,Sports TV
645,640,Children's TV
646,640,Comedy TV
647,640,Drama TV
648,640,Factual TV
649,640,Holiday TV
650,640,Music TV
651,640,Reality TV
652,640,Science Fiction TV
653,,Travel
654,653,Travel Accessories
655,653,Travel Locations
656,655,Africa Travel
657,655,Asia Travel
658,655,Australia and Oceania Travel
659,655,Europe Travel
660,655,North America Travel
661,655,Polar Travel
662,655,South America Travel
663,653,Travel Preparation and Advice
664,653,Travel Type
665,664,Adventure Travel
666,664,Family Travel
667,664,Honeymoons and Getaways
668,664,Hotels and Motels
669,664,Rail Travel
670,664,Road Trips
671,664,Spas
672,664,Air Travel
673,664,Beach Travel
674,664,Bed & Breakfasts
675,664,Budget Travel
676,664,Business Travel
677,664,Camping
678,664,Cruises
679,664,Day Trips
680,,Video Gaming
681,680,Console Games
682,680,eSports
683,680,Mobile Games
684,680,PC Games
685,680,Video Game Genres
686,685,Action Video Games
687,685,Role-Playing Video Games
688,685,Simulation Video Games
689,685,Sports Video Games
690,685,Strategy Video Games
691,685,Action-Adventure Video Games
692,685,Adventure Video Games
693,685,Casual Games
694,685,Educational Video Games
695,685,Exercise and Fitness Video Games
696,685,MMOs
697,685,Music and Party Video Games
698,685,Puzzle Video Games
v9i3On,,Sensitive Topics
Rm3SiT,v9i3On,Adult & Explicit Sexual Content
avbNf2,v9i3On,Arms & Ammunition
XtODT3,v9i3On,Crime & Harmful acts to individuals and Society and Human Right Violations
I4GWl6,v9i3On,"Death, Injury, or Military Conflict"
mm3UXx,v9i3On,Online piracy 
HxqYV1,v9i3On,Hate speech & acts of aggression
j9PaO9,v9i3On,Obscenity and Profanity
pg0WhF,v9i3On,Illegal Drugs/Tobacco/eCigarettes/ Vaping/Alcohol
6i4dB6,v9i3On,Spam or Harmful Content
8FD8nI,v9i3On,Terrorism
Z7rJBM,v9i3On,Sensitive Social Issues
,,
MRkz4Q,,Brand Suitability and Risk
bsr001,MRkz4Q,Floor
bsr002,MRkz4Q,High Risk
bsr003,MRkz4Q,Medium Risk
bsr004,MRkz4Q,Low Risk
1000,,Content Channel
1001,1000,Editorial/Professional
1002,1000,Email
1003,1000,Forum/Community
1004,1000,Game
1005,1000,Marketplace/eCommerce
1006,1000,Search Engine/Listings
1007,1000,Social
1008,1000,Utility/Online Tool
1009,1000,Voice Activated Channels
1010,,Content Type
1011,1010,Academic/ResearchConent
1012,1010,Chat/IM/Comments
1013,1010,Educational Content
1014,1010,Entertainment Content
1015,1010,Feature
1016,1010,General Social
1017,1010,Instructional Content
1018,1010,Interactive Content
1019,1010,Listings/Classifieds/Product Listings/Search Results
1020,1010,News
1021,1010,Review
1215,,Content Source
1216,1215,Professionally Produced
1217,1215,User Generated
1218,1215,Aggregated/Curated
1022,,Content Media Format
1023,1022,Audio
1024,1022,Images/Galleries
1025,1022,Interactive
1026,1022,Mixed
1027,1022,Textual
1028,1022,Video
1029,1022,VR/AR
1030,,Content Language
1031,1030,Afar
1032,1030,Abkhaz
1033,1030,Avestan
1034,1030,Afrikaans
1035,1030,Akan
1036,1030,Amharic
1037,1030,Aragonese
1038,1030,Arabic
1039,1030,Assamese
1040,1030,Avaric
1041,1030,Aymara
1042,1030,Azerbaijani
1043,1030,Bashkir
1044,1030,Belarusian
1045,1030,Bulgarian
1046,1030,Bihari
1047,1030,Bislama
1048,1030,Bambara
1049,1030,Bengali
1050,1030,Tibetan
1051,1030,Breton
1052,1030,Bosnian
1053,1030,Catalan
1054,1030,Chechen
1055,1030,Chamorro
1056,1030,Corsican
1057,1030,Cree
1058,1030,Czech
1059,1030,Old Church Slavonic
1060,1030,Chuvash
1061,1030,Welsh
1062,1030,Danish
1063,1030,German
1064,1030,Divehi
1065,1030,Dzongkha
1066,1030,Ewe
1067,1030,Greek
1068,1030,English
1069,1030,Esperanto
1070,1030,Spanish
1071,1030,Estonian
1072,1030,Basque
1073,1030,Farsi
1074,1030,Fula
1075,1030,Finnish
1076,1030,Fijian
1077,1030,Faroese
1078,1030,French
1079,1030,Western Frisian
1080,1030,Irish
1081,1030,Scottish Gaelic
1082,1030,Galician
1083,1030,Guarani
1084,1030,Gujarati
1085,1030,Manx
1086,1030,Hausa
1087,1030,Hebrew
1088,1030,Hindi
1089,1030,Hiri Motu
1090,1030,Croatian
1091,1030,Haitian
1092,1030,Hungarian
1093,1030,Armenian
1094,1030,Herero
1095,1030,Interlingua
1096,1030,Indonesian
1097,1030,Interlingue
1098,1030,Igbo
1099,1030,Nuosu
1100,1030,Inupiaq
1101,1030,Ido
1102,1030,Icelandic
1103,1030,Italian
1104,1030,Inuktitut
1105,1030,Japanese
1106,1030,Javanese
1107,1030,Georgian
1108,1030,Kongo
1109,1030,Kikuyu
1110,1030,Kwanyama
1111,1030,Kazakh
1112,1030,Kalaallisut
1113,1030,Khmer
1114,1030,Kannada
1115,1030,Korean
1116,1030,Kanuri
1117,1030,Kashmiri
1118,1030,Kurdish
1119,1030,Komi
1120,1030,Cornish
1121,1030,Kyrgyz
1122,1030,Latin
1123,1030,Luxembourgish
1124,1030,Ganda
1125,1030,Limburgish
1126,1030,Lingala
1127,1030,Lao
1128,1030,Lithuanian
1129,1030,Luba-Katanga
1130,1030,Latvian
1131,1030,Malagasy
1132,1030,Marshallese
1133,1030,M?ori
1134,1030,Macedonian
1135,1030,Malayalam
1136,1030,Mongolian
1137,1030,Marathi
1138,1030,Malay
1139,1030,Maltese
1140,1030,Burmese
1141,1030,Nauruan
1142,1030,Norwegian Bokmal
1143,1030,Northern Ndebele
1144,1030,Nepali
1145,1030,Ndonga
1146,1030,Dutch
1147,1030,Norwegian Nynorsk
1148,1030,Norwegian
1149,1030,Southern Ndebele
1150,1030,Navajo
1151,1030,Chichewa
1152,1030,Occitan
1153,1030,Ojibwe
1154,1030,Oromo
1155,1030,Oriya
1156,1030,Ossetian
1157,1030,Punjabi
1158,1030,Pali
1159,1030,Polish
1160,1030,Pashto
1161,1030,Portuguese
1162,1030,Quechua
1163,1030,Romansh
1164,1030,Kirundi
1165,1030,Romanian
1166,1030,Russian
1167,1030,Kinyarwanda
1168,1030,Sanskrit
1169,1030,Sardinian
1170,1030,Sindhi
1171,1030,Northern Sami
1172,1030,Sango
1173,1030,Sinhala
1174,1030,Slovak
1175,1030,Slovene
1176,1030,Samoan
1177,1030,Shona
1178,1030,Somali
1179,1030,Albanian
1180,1030,Serbian
1181,1030,Swati
1182,1030,Southern Sotho
1183,1030,Sundanese
1184,1030,Swedish
1185,1030,Swahili
1186,1030,Tamil
1187,1030,Telugu
1188,1030,Tajik
1189,1030,Thai
1190,1030,Tigrinya
1191,1030,Turkmen
1192,1030,Tagalog
1193,1030,Tswana
1194,1030,Tonga
1195,1030,Turkish
1196,1030,Tsonga
1197,1030,Tatar
1198,1030,Twi
1199,1030,Tahitian
1200,1030,Uyghur
1201,1030,Ukrainian
1202,1030,Urdu
1203,1030,Uzbek
1204,1030,Venda
1205,1030,Vietnamese
1206,1030,Volapuk
1207,1030,Walloon
1208,1030,Wolof
1209,1030,Xhosa
1210,1030,Yiddish
1211,1030,Yoruba
1212,1030,Zhuang
1213,1030,Chinese
1214,1030,Zulu
1219,,Content Source Geo
1220,1219,Continent
1221,1220,Asia
1222,1220,Africa
1223,1220,North America
1224,1220,South America
1225,1220,Antarctica
1226,1220,Europe
1227,1220,Antarctica
1228,1219,Country
1229,1228,Afghanistan
1230,1228,Aland Islands
1231,1228,Albania
1232,1228,Algeria
1233,1228,American Samoa
1234,1228,Andorra
1235,1228,Angola
1236,1228,Anguilla
1237,1228,Antarctica
1238,1228,Antigua and Barbuda
1239,1228,Argentina
1240,1228,Armenia
1241,1228,Aruba
1242,1228,Australia
1243,1228,Austria
1244,1228,Azerbaijan
1245,1228,Bahrain
1246,1228,Bangladesh
1247,1228,Barbados
1248,1228,Belarus
1249,1228,Belgium
1250,1228,Belize
1251,1228,Benin
1252,1228,Bermuda
1253,1228,Bhutan
1254,1228,Bolivarian Republic of Venezuela
1255,1228,Bolivia
1256,1228,"Bonaire, Sint Eustatius and Saba"
1257,1228,Bosnia and Herzegovina
1258,1228,Botswana
1259,1228,Bouvet Island
1260,1228,Brazil
1261,1228,British Virgin Islands
1262,1228,Brunei Darussalam
1263,1228,Bulgaria
1264,1228,Burkina Faso
1265,1228,Burundi
1266,1228,Cabo Verde
1267,1228,Cambodia
1268,1228,Cameroon
1269,1228,Canada
1270,1228,Chad
1271,1228,Chile
1272,1228,China
1273,1228,Christmas Island
1274,1228,Colombia
1275,1228,Costa Rica
1276,1228,Cote d'Ivoire
1277,1228,Croatia
1278,1228,Cuba
1279,1228,Curaçao
1280,1228,Cyprus
1281,1228,Czechia
1282,1228,Denmark
1283,1228,Djibouti
1284,1228,Dominica
1285,1228,Ecuador
1286,1228,Egypt
1287,1228,El Salvador
1288,1228,Equatorial Guinea
1289,1228,Eritrea
1290,1228,Estonia
1291,1228,Ethiopia
1292,1228,Federated States of Micronesia
1293,1228,Fiji
1294,1228,Finland
1295,1228,France
1296,1228,French Guiana
1297,1228,French Polynesia
1298,1228,Gabon
1299,1228,Georgia
1300,1228,Germany
1301,1228,Ghana
1302,1228,Gibraltar
1303,1228,Greece
1304,1228,Greenland
1305,1228,Grenada
1306,1228,Guadeloupe
1307,1228,Guam
1308,1228,Guatemala
1309,1228,Guernsey
1310,1228,Guinea
1311,1228,Guinea-Bissau
1312,1228,Guyana
1313,1228,Haiti
1314,1228,Heard Island and McDonald Islands
1315,1228,Honduras
1316,1228,Hong Kong
1317,1228,Hungary
1318,1228,Iceland
1319,1228,India
1320,1228,Indonesia
1321,1228,Iraq
1322,1228,Ireland
1323,1228,Islamic Republic of Iran
1324,1228,Isle of Man
1325,1228,Israel
1326,1228,Italy
1327,1228,Jamaica
1328,1228,Japan
1329,1228,Jersey
1330,1228,Jordan
1331,1228,Kazakhstan
1332,1228,Kenya
1333,1228,Kiribati
1334,1228,Kuwait
1335,1228,Kyrgyzstan
1336,1228,Latvia
1337,1228,Lebanon
1338,1228,Lesotho
1339,1228,Liberia
1340,1228,Libya
1341,1228,Liechtenstein
1342,1228,Lithuania
1343,1228,Luxembourg
1344,1228,Macao
1345,1228,Madagascar
1346,1228,Malawi
1347,1228,Malaysia
1348,1228,Maldives
1349,1228,Mali
1350,1228,Malta
1351,1228,Martinique
1352,1228,Mauritania
1353,1228,Mauritius
1354,1228,Mayotte
1355,1228,Mexico
1356,1228,Monaco
1357,1228,Mongolia
1358,1228,Montenegro
1359,1228,Montserrat
1360,1228,Morocco
1361,1228,Mozambique
1362,1228,Myanmar
1363,1228,Namibia
1364,1228,Nauru
1365,1228,Nepal
1366,1228,New Caledonia
1367,1228,New Zealand
1368,1228,Nicaragua
1369,1228,Nigeria
1370,1228,Niue
1371,1228,Norfolk Island
1372,1228,Norway
1373,1228,Oman
1374,1228,Pakistan
1375,1228,Palau
1376,1228,Panama
1377,1228,Papua New Guinea
1378,1228,Paraguay
1379,1228,Peru
1380,1228,Pitcairn
1381,1228,Poland
1382,1228,Portugal
1383,1228,Puerto Rico
1384,1228,Qatar
1385,1228,Reunion
1386,1228,Romania
1387,1228,Rwanda
1388,1228,Saint Barthelemy
1389,1228,"Saint Helena, Ascension and Tristan da Cunha"
1390,1228,Saint Kitts and Nevis
1391,1228,Saint Lucia
1392,1228,Saint Martin
1393,1228,Saint Pierre and Miquelon
1394,1228,Saint Vincent and the Grenadines
1395,1228,Samoa
1396,1228,San Marino
1397,1228,Sao Tome and Principe
1398,1228,Saudi Arabia
1399,1228,Senegal
1400,1228,Serbia
1401,1228,Seychelles
1402,1228,Sierra Leone
1403,1228,Singapore
1404,1228,Sint Maarten
1405,1228,Slovakia
1406,1228,Slovenia
1407,1228,Solomon Islands
1408,1228,Somalia
1409,1228,South Africa
1410,1228,South Georgia and the South Sandwich Islands
1411,1228,South Sudan
1412,1228,Spain
1413,1228,Sri Lanka
1414,1228,State of Palestine
1415,1228,Suriname
1416,1228,Svalbard and Jan Mayen
1417,1228,Swaziland
1418,1228,Sweden
1419,1228,Switzerland
1420,1228,Syrian Arab Republic
1421,1228,Taiwan (Province of China)
1422,1228,Tajikistan
1423,1228,Thailand
1424,1228,The Bahamas
1425,1228,The British Indian Ocean Territory
1426,1228,The Cayman Islands
1427,1228,The Central African Republic
1428,1228,The Cocos Islands
1429,1228,The Comoros
1430,1228,The Congo
1431,1228,The Cook Islands
1432,1228,The Democratic People's Republic of Korea
1433,1228,the Democratic Republic of the Congo
1434,1228,The Dominican Republic
1435,1228,The Falkland Islands
1436,1228,The Faroe Islands
1437,1228,The former Yugoslav Republic of Macedonia
1438,1228,The French Southern Territories
1439,1228,The Gambia
1440,1228,The Holy See
1441,1228,The Lao People's Democratic Republic
1442,1228,The Marshall Islands
1443,1228,The Netherlands
1444,1228,The Niger
1445,1228,The Northern Mariana Islands
1446,1228,The Philippines
1447,1228,The Republic of Korea
1448,1228,The Republic of Moldova
1449,1228,The Russian Federation
1450,1228,The Sudan
1451,1228,The Turks and Caicos Islands
1452,1228,The United Arab Emirates
1453,1228,The United Kingdom of Great Britain and Northern Ireland
1454,1228,The United States Minor Outlying Islands
1455,1228,The United States of America
1456,1228,Timor-Leste
1457,1228,Togo
1458,1228,Tokelau
1459,1228,Tonga
1460,1228,Trinidad and Tobago
1461,1228,Tunisia
1462,1228,Turkey
1463,1228,Turkmenistan
1464,1228,Tuvalu
1465,1228,U.S. Virgin Islands
1466,1228,Uganda
1467,1228,Ukraine
1468,1228,United Republic of Tanzania
1469,1228,Uruguay
1470,1228,Uzbekistan
1471,1228,Vanuatu
1472,1228,Vietnam
1473,1228,Wallis and Futuna
1474,1228,Western Sahara
1475,1228,Yemen
1476,1228,Zambia
1477,1228,Zimbabwe
1478,1219,Region/State
1479,1219,Metro
1480,1219,City
